Customer Type,Class,Gender,Age,Type of Travel,Flight Distance,Checkin service,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Loyal Customer,Eco,Female,25,Personal Travel,868,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,27,Business travel,1020,3,0,5,neutral or dissatisfied
Loyal Customer,Business,Female,46,Business travel,1773,3,2,0,satisfied
Loyal Customer,Eco,Male,45,Business travel,912,3,33,34,satisfied
Loyal Customer,Eco,Female,61,Personal Travel,214,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,13,Personal Travel,525,5,0,0,satisfied
Loyal Customer,Business,Female,33,Personal Travel,684,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,47,Business travel,196,1,0,0,satisfied
Loyal Customer,Business,Male,47,Business travel,2684,5,0,0,satisfied
disloyal Customer,Eco,Female,30,Business travel,262,2,39,37,neutral or dissatisfied
disloyal Customer,Eco,Female,34,Business travel,403,2,6,0,neutral or dissatisfied
disloyal Customer,Eco,Female,23,Business travel,545,5,0,0,satisfied
Loyal Customer,Business,Female,41,Business travel,1197,3,14,38,satisfied
disloyal Customer,Eco,Female,19,Business travel,102,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,22,Business travel,1979,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,23,Personal Travel,1487,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,22,Business travel,3587,3,8,0,satisfied
Loyal Customer,Eco,Female,46,Business travel,591,1,46,39,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,39,Business travel,258,1,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,57,Business travel,342,4,18,25,neutral or dissatisfied
Loyal Customer,Business,Male,58,Business travel,3762,4,0,0,satisfied
Loyal Customer,Eco,Male,16,Personal Travel,447,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,20,Personal Travel,1105,3,24,17,neutral or dissatisfied
Loyal Customer,Business,Male,40,Business travel,1892,4,7,14,satisfied
Loyal Customer,Eco,Female,21,Personal Travel,717,3,2,0,neutral or dissatisfied
disloyal Customer,Eco,Female,22,Business travel,1121,2,0,0,satisfied
Loyal Customer,Business,Male,51,Business travel,190,5,11,1,satisfied
Loyal Customer,Eco,Male,43,Business travel,251,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,51,Personal Travel,319,1,1,0,neutral or dissatisfied
Loyal Customer,Business,Male,53,Business travel,404,1,19,33,satisfied
disloyal Customer,Eco,Female,21,Business travel,293,3,28,13,neutral or dissatisfied
Loyal Customer,Eco,Male,31,Personal Travel,1020,3,1,0,neutral or dissatisfied
Loyal Customer,Business,Female,43,Business travel,3425,3,0,0,satisfied
Loyal Customer,Eco,Female,17,Personal Travel,2248,5,9,8,neutral or dissatisfied
disloyal Customer,Business,Male,29,Business travel,1723,4,0,4,neutral or dissatisfied
Loyal Customer,Eco,Female,44,Personal Travel,1013,1,66,77,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,33,Business travel,257,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,33,Business travel,129,4,0,0,satisfied
Loyal Customer,Business,Female,41,Business travel,2183,5,18,1,satisfied
Loyal Customer,Eco,Male,21,Personal Travel,542,5,8,49,neutral or dissatisfied
Loyal Customer,Business,Male,51,Business travel,2552,4,0,2,satisfied
Loyal Customer,Business,Female,48,Business travel,3072,4,0,7,satisfied
disloyal Customer,Eco,Female,25,Business travel,594,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,50,Personal Travel,954,5,2,0,neutral or dissatisfied
Loyal Customer,Business,Female,73,Business travel,3198,4,5,0,satisfied
Loyal Customer,Eco,Female,20,Personal Travel,1013,4,0,0,neutral or dissatisfied
disloyal Customer,Eco,Male,35,Business travel,1368,4,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,40,Business travel,365,2,38,17,neutral or dissatisfied
Loyal Customer,Business,Male,30,Business travel,2007,2,42,20,neutral or dissatisfied
Loyal Customer,Business,Female,56,Business travel,2144,5,74,71,satisfied
disloyal Customer,Eco,Male,13,Business travel,820,3,0,0,satisfied
Loyal Customer,Business,Female,59,Business travel,618,5,0,0,satisfied
Loyal Customer,Eco Plus,Male,21,Personal Travel,228,2,0,3,neutral or dissatisfied
Loyal Customer,Eco,Male,54,Personal Travel,328,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,48,Personal Travel,837,5,0,0,satisfied
Loyal Customer,Eco Plus,Male,70,Personal Travel,312,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,18,Personal Travel,304,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,43,Personal Travel,1055,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,33,Personal Travel,1979,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,44,Business travel,134,3,0,0,satisfied
Loyal Customer,Eco,Male,47,Personal Travel,787,5,3,0,neutral or dissatisfied
Loyal Customer,Eco,Female,63,Personal Travel,1389,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,55,Business travel,1802,3,1,0,satisfied
Loyal Customer,Business,Male,30,Business travel,862,4,0,0,satisfied
Loyal Customer,Eco,Male,43,Personal Travel,599,5,12,0,satisfied
disloyal Customer,Eco,Male,28,Business travel,468,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,30,Business travel,1142,4,0,15,neutral or dissatisfied
disloyal Customer,Business,Female,38,Business travel,650,4,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,57,Business travel,859,1,1,0,satisfied
Loyal Customer,Eco,Male,48,Personal Travel,989,4,2,7,neutral or dissatisfied
Loyal Customer,Business,Male,22,Business travel,986,4,16,15,satisfied
Loyal Customer,Business,Male,31,Business travel,2138,3,0,10,satisfied
Loyal Customer,Business,Female,46,Business travel,2446,5,0,0,satisfied
Loyal Customer,Business,Female,49,Business travel,3860,3,0,9,satisfied
disloyal Customer,Business,Male,35,Business travel,1053,4,27,46,neutral or dissatisfied
disloyal Customer,Eco,Male,23,Business travel,290,1,0,0,satisfied
Loyal Customer,Business,Female,52,Business travel,564,3,18,12,satisfied
Loyal Customer,Eco Plus,Female,44,Business travel,189,1,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,58,Business travel,287,4,0,0,satisfied
Loyal Customer,Eco Plus,Female,52,Personal Travel,446,5,49,45,neutral or dissatisfied
Loyal Customer,Eco,Female,33,Business travel,164,3,9,8,neutral or dissatisfied
Loyal Customer,Eco,Male,49,Business travel,1214,3,108,107,satisfied
disloyal Customer,Eco,Female,54,Business travel,907,3,17,17,neutral or dissatisfied
disloyal Customer,Business,Female,43,Business travel,594,1,160,156,neutral or dissatisfied
disloyal Customer,Eco,Male,25,Business travel,1084,3,0,0,satisfied
Loyal Customer,Business,Female,46,Business travel,140,3,25,13,neutral or dissatisfied
Loyal Customer,Business,Male,69,Personal Travel,399,1,0,16,neutral or dissatisfied
disloyal Customer,Business,Male,25,Business travel,599,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,10,Personal Travel,621,5,15,10,neutral or dissatisfied
Loyal Customer,Eco,Male,34,Business travel,836,4,44,33,neutral or dissatisfied
Loyal Customer,Business,Male,26,Business travel,565,3,65,61,satisfied
Loyal Customer,Business,Male,50,Business travel,2586,4,23,0,satisfied
Loyal Customer,Eco,Male,22,Business travel,1635,1,31,30,neutral or dissatisfied
Loyal Customer,Business,Female,55,Business travel,590,3,62,67,satisfied
Loyal Customer,Business,Female,54,Business travel,2576,4,0,0,satisfied
Loyal Customer,Business,Female,55,Business travel,1660,3,0,0,satisfied
Loyal Customer,Eco,Male,21,Personal Travel,363,5,0,0,satisfied
Loyal Customer,Eco,Female,11,Personal Travel,528,4,25,13,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,51,Personal Travel,334,1,40,38,neutral or dissatisfied
Loyal Customer,Business,Female,39,Business travel,3705,1,0,1,neutral or dissatisfied
disloyal Customer,Eco,Female,22,Business travel,272,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,51,Business travel,142,1,11,0,satisfied
Loyal Customer,Eco Plus,Female,59,Personal Travel,116,4,61,57,neutral or dissatisfied
Loyal Customer,Eco,Female,63,Personal Travel,162,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,60,Business travel,666,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,39,Business travel,2051,3,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,34,Personal Travel,489,4,0,8,neutral or dissatisfied
Loyal Customer,Eco,Male,68,Personal Travel,545,4,18,31,neutral or dissatisfied
disloyal Customer,Business,Female,28,Business travel,1139,4,9,3,neutral or dissatisfied
Loyal Customer,Business,Female,18,Personal Travel,403,3,5,0,neutral or dissatisfied
Loyal Customer,Business,Male,43,Business travel,337,5,94,91,satisfied
Loyal Customer,Eco,Female,58,Personal Travel,101,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,51,Business travel,3593,5,0,0,satisfied
Loyal Customer,Business,Female,37,Business travel,163,2,0,0,satisfied
Loyal Customer,Business,Female,43,Business travel,3486,4,0,11,satisfied
disloyal Customer,Business,Male,35,Business travel,1076,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,48,Business travel,302,3,0,0,satisfied
Loyal Customer,Eco,Male,29,Personal Travel,366,5,1,0,neutral or dissatisfied
Loyal Customer,Eco,Male,60,Business travel,1028,1,57,120,satisfied
disloyal Customer,Business,Male,25,Business travel,1532,3,0,0,satisfied
disloyal Customer,Eco,Female,9,Business travel,1340,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,49,Business travel,2545,2,0,0,satisfied
Loyal Customer,Business,Male,47,Personal Travel,628,3,2,4,neutral or dissatisfied
Loyal Customer,Business,Male,47,Business travel,3477,5,0,27,satisfied
Loyal Customer,Eco Plus,Female,52,Personal Travel,678,5,51,43,neutral or dissatisfied
Loyal Customer,Eco,Male,30,Personal Travel,1124,5,6,10,neutral or dissatisfied
Loyal Customer,Eco,Female,8,Personal Travel,224,5,1,0,neutral or dissatisfied
Loyal Customer,Business,Female,30,Business travel,3843,5,130,122,satisfied
Loyal Customer,Eco,Male,37,Business travel,290,1,24,14,neutral or dissatisfied
disloyal Customer,Business,Female,22,Business travel,1149,3,0,0,satisfied
Loyal Customer,Eco,Female,52,Personal Travel,1207,4,19,50,neutral or dissatisfied
disloyal Customer,Eco,Male,21,Business travel,425,3,25,16,neutral or dissatisfied
Loyal Customer,Business,Female,53,Business travel,268,4,0,0,satisfied
Loyal Customer,Eco Plus,Male,47,Business travel,2079,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,49,Business travel,2777,4,6,0,neutral or dissatisfied
Loyal Customer,Business,Female,36,Business travel,2136,5,0,0,satisfied
disloyal Customer,Eco Plus,Female,47,Business travel,236,3,0,5,satisfied
Loyal Customer,Eco Plus,Male,29,Business travel,594,1,0,0,satisfied
disloyal Customer,Eco,Female,59,Business travel,280,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,64,Business travel,404,5,0,0,satisfied
Loyal Customer,Eco,Male,43,Personal Travel,728,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,47,Business travel,874,4,0,0,satisfied
Loyal Customer,Eco,Male,53,Business travel,1788,1,0,9,neutral or dissatisfied
Loyal Customer,Business,Female,35,Business travel,432,2,0,10,neutral or dissatisfied
disloyal Customer,Eco,Female,24,Business travel,731,4,6,0,neutral or dissatisfied
Loyal Customer,Business,Female,35,Business travel,2142,2,64,71,neutral or dissatisfied
disloyal Customer,Eco,Female,25,Business travel,1205,4,17,16,neutral or dissatisfied
Loyal Customer,Eco,Female,50,Personal Travel,793,5,0,11,neutral or dissatisfied
Loyal Customer,Business,Male,44,Business travel,337,5,2,0,satisfied
Loyal Customer,Business,Male,51,Business travel,3053,3,27,44,neutral or dissatisfied
Loyal Customer,Eco,Male,64,Personal Travel,631,3,0,0,neutral or dissatisfied
disloyal Customer,Business,Female,25,Business travel,594,5,1,1,satisfied
Loyal Customer,Eco,Male,8,Personal Travel,221,4,0,0,neutral or dissatisfied
disloyal Customer,Eco,Female,27,Business travel,1499,4,0,8,neutral or dissatisfied
Loyal Customer,Business,Female,57,Business travel,214,3,10,4,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,33,Business travel,116,4,0,0,satisfied
disloyal Customer,Eco,Female,62,Business travel,261,4,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,35,Business travel,177,1,5,0,neutral or dissatisfied
Loyal Customer,Business,Male,45,Business travel,2141,3,0,0,satisfied
Loyal Customer,Eco Plus,Male,49,Personal Travel,297,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,40,Business travel,2465,1,126,115,satisfied
disloyal Customer,Eco,Female,26,Business travel,598,4,3,0,neutral or dissatisfied
Loyal Customer,Business,Male,40,Business travel,3196,4,0,0,neutral or dissatisfied
disloyal Customer,Business,Female,54,Business travel,1205,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,56,Business travel,351,3,0,0,satisfied
Loyal Customer,Business,Female,27,Business travel,3249,5,11,8,satisfied
Loyal Customer,Business,Male,40,Business travel,2619,5,18,10,satisfied
Loyal Customer,Business,Male,58,Business travel,3676,3,2,3,satisfied
Loyal Customer,Eco,Female,27,Personal Travel,834,1,0,0,neutral or dissatisfied
disloyal Customer,Eco,Male,21,Business travel,144,3,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,37,Business travel,438,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,42,Business travel,183,3,0,0,satisfied
Loyal Customer,Eco,Male,69,Personal Travel,1120,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,71,Business travel,3614,3,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,29,Business travel,496,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,49,Business travel,3768,3,126,125,neutral or dissatisfied
Loyal Customer,Business,Male,26,Business travel,1826,5,0,0,satisfied
disloyal Customer,Eco Plus,Female,62,Business travel,86,1,42,46,neutral or dissatisfied
Loyal Customer,Business,Male,22,Business travel,946,2,75,69,satisfied
Loyal Customer,Eco,Female,14,Personal Travel,332,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,57,Personal Travel,197,4,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,39,Business travel,845,1,9,0,neutral or dissatisfied
Loyal Customer,Eco,Female,50,Personal Travel,325,1,0,0,satisfied
Loyal Customer,Eco,Female,53,Personal Travel,936,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,52,Business travel,2320,3,36,18,satisfied
Loyal Customer,Eco,Female,60,Business travel,944,1,32,105,neutral or dissatisfied
disloyal Customer,Business,Female,26,Business travel,666,5,0,0,neutral or dissatisfied
disloyal Customer,Eco,Female,41,Business travel,1846,2,15,20,neutral or dissatisfied
Loyal Customer,Eco,Female,17,Personal Travel,957,1,115,131,neutral or dissatisfied
Loyal Customer,Business,Male,34,Business travel,2723,4,0,2,satisfied
Loyal Customer,Business,Female,56,Personal Travel,1399,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,48,Personal Travel,862,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,66,Business travel,3592,1,0,3,neutral or dissatisfied
disloyal Customer,Eco,Male,25,Business travel,728,5,2,5,neutral or dissatisfied
disloyal Customer,Eco,Female,23,Business travel,391,4,0,0,satisfied
Loyal Customer,Eco,Female,23,Personal Travel,429,4,4,2,satisfied
Loyal Customer,Business,Female,45,Business travel,3322,4,0,3,satisfied
Loyal Customer,Eco Plus,Male,28,Business travel,764,4,0,36,neutral or dissatisfied
disloyal Customer,Eco,Female,22,Business travel,404,5,23,22,neutral or dissatisfied
Loyal Customer,Eco,Male,46,Personal Travel,1598,5,0,0,satisfied
Loyal Customer,Business,Female,39,Business travel,2168,2,0,22,satisfied
Loyal Customer,Business,Male,57,Business travel,3007,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,24,Personal Travel,859,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,41,Business travel,404,1,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,44,Personal Travel,170,4,0,0,neutral or dissatisfied
disloyal Customer,Eco,Male,12,Business travel,843,1,0,2,neutral or dissatisfied
Loyal Customer,Business,Female,55,Business travel,3496,3,5,0,satisfied
Loyal Customer,Eco,Female,51,Personal Travel,200,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,20,Personal Travel,337,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,13,Business travel,972,2,0,0,satisfied
disloyal Customer,Eco,Male,29,Business travel,983,2,12,2,neutral or dissatisfied
Loyal Customer,Eco,Male,46,Personal Travel,237,5,0,0,satisfied
Loyal Customer,Business,Female,39,Business travel,204,1,0,0,satisfied
Loyal Customer,Eco,Male,43,Personal Travel,278,4,0,,neutral or dissatisfied
Loyal Customer,Eco,Male,61,Personal Travel,984,4,7,0,neutral or dissatisfied
Loyal Customer,Business,Male,33,Business travel,2825,4,220,238,satisfied
Loyal Customer,Business,Female,56,Business travel,3423,5,0,0,satisfied
Loyal Customer,Business,Female,39,Business travel,175,4,0,0,satisfied
Loyal Customer,Business,Female,16,Business travel,337,2,148,150,neutral or dissatisfied
Loyal Customer,Business,Male,28,Business travel,2488,4,36,37,satisfied
Loyal Customer,Eco,Female,48,Business travel,248,4,17,14,neutral or dissatisfied
Loyal Customer,Business,Male,54,Business travel,314,5,0,5,satisfied
Loyal Customer,Eco Plus,Female,39,Business travel,266,1,0,27,satisfied
disloyal Customer,Business,Male,23,Business travel,1344,4,136,116,satisfied
Loyal Customer,Business,Male,29,Business travel,347,4,23,20,satisfied
Loyal Customer,Eco,Male,72,Business travel,1454,2,9,0,neutral or dissatisfied
Loyal Customer,Eco,Female,44,Business travel,930,4,18,32,neutral or dissatisfied
Loyal Customer,Business,Female,29,Business travel,332,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,54,Business travel,237,5,120,108,satisfied
disloyal Customer,Business,Female,25,Business travel,247,5,0,0,satisfied
Loyal Customer,Eco,Male,32,Personal Travel,266,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,52,Personal Travel,1674,2,70,58,neutral or dissatisfied
Loyal Customer,Business,Female,55,Business travel,3323,3,0,0,satisfied
Loyal Customer,Eco Plus,Female,42,Personal Travel,341,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,60,Business travel,2296,5,0,0,satisfied
disloyal Customer,Eco,Male,21,Business travel,1195,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,47,Personal Travel,271,4,20,0,neutral or dissatisfied
disloyal Customer,Eco,Female,22,Business travel,547,3,0,0,satisfied
disloyal Customer,Eco,Male,24,Business travel,1197,4,0,64,neutral or dissatisfied
Loyal Customer,Business,Female,51,Business travel,3897,3,0,0,satisfied
disloyal Customer,Business,Male,37,Business travel,1598,5,77,70,neutral or dissatisfied
Loyal Customer,Business,Male,40,Business travel,2248,1,330,320,neutral or dissatisfied
Loyal Customer,Business,Female,51,Business travel,1724,4,0,0,satisfied
Loyal Customer,Business,Female,54,Business travel,134,5,0,0,satisfied
disloyal Customer,Eco,Female,39,Business travel,163,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,43,Business travel,3386,3,24,10,neutral or dissatisfied
Loyal Customer,Business,Female,59,Business travel,3091,5,0,0,satisfied
Loyal Customer,Business,Male,53,Business travel,1557,4,28,18,satisfied
Loyal Customer,Eco Plus,Male,25,Business travel,1444,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,58,Business travel,2878,4,1,0,neutral or dissatisfied
Loyal Customer,Business,Male,50,Business travel,2091,3,10,8,satisfied
disloyal Customer,Eco,Female,23,Business travel,1069,4,0,9,neutral or dissatisfied
Loyal Customer,Eco,Female,36,Personal Travel,1598,5,27,6,neutral or dissatisfied
Loyal Customer,Business,Female,48,Business travel,834,4,0,0,satisfied
disloyal Customer,Business,Male,22,Business travel,399,3,0,0,satisfied
Loyal Customer,Business,Male,40,Business travel,588,4,0,0,satisfied
Loyal Customer,Eco,Female,45,Business travel,198,5,0,0,satisfied
Loyal Customer,Business,Male,58,Business travel,2359,5,0,0,satisfied
Loyal Customer,Eco,Male,38,Personal Travel,577,3,10,0,neutral or dissatisfied
disloyal Customer,Eco,Male,28,Business travel,883,3,0,0,neutral or dissatisfied
disloyal Customer,Eco,Female,26,Business travel,181,3,4,0,neutral or dissatisfied
Loyal Customer,Eco,Female,16,Business travel,548,5,0,0,satisfied
Loyal Customer,Business,Male,22,Business travel,3959,4,15,11,neutral or dissatisfied
Loyal Customer,Business,Male,21,Business travel,2677,5,0,0,satisfied
Loyal Customer,Eco,Male,44,Personal Travel,1990,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,45,Business travel,190,5,42,91,satisfied
Loyal Customer,Eco Plus,Male,54,Business travel,639,1,0,0,satisfied
disloyal Customer,Eco,Female,38,Business travel,447,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,34,Business travel,773,4,65,47,satisfied
Loyal Customer,Business,Male,57,Business travel,862,3,3,8,neutral or dissatisfied
Loyal Customer,Business,Male,55,Business travel,2806,2,2,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,47,Business travel,965,5,41,32,satisfied
Loyal Customer,Business,Female,39,Business travel,1690,4,0,0,satisfied
Loyal Customer,Eco,Female,13,Personal Travel,296,4,53,58,neutral or dissatisfied
Loyal Customer,Business,Female,38,Business travel,3741,1,30,9,neutral or dissatisfied
Loyal Customer,Business,Female,57,Business travel,1171,4,45,52,neutral or dissatisfied
Loyal Customer,Eco,Male,25,Personal Travel,1865,4,27,0,neutral or dissatisfied
Loyal Customer,Eco,Male,70,Personal Travel,1797,3,0,7,neutral or dissatisfied
Loyal Customer,Eco,Male,29,Personal Travel,1773,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,65,Personal Travel,687,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,26,Business travel,936,5,3,0,satisfied
disloyal Customer,Eco,Male,24,Business travel,239,4,2,0,neutral or dissatisfied
Loyal Customer,Business,Female,38,Business travel,3345,5,3,19,satisfied
Loyal Customer,Eco,Female,28,Business travel,912,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,33,Business travel,1902,5,0,0,satisfied
Loyal Customer,Business,Female,48,Business travel,2265,4,0,0,satisfied
Loyal Customer,Eco,Male,42,Personal Travel,328,4,4,36,neutral or dissatisfied
Loyal Customer,Eco,Female,49,Personal Travel,1042,4,58,43,neutral or dissatisfied
Loyal Customer,Business,Male,32,Business travel,2153,3,25,17,neutral or dissatisfied
Loyal Customer,Business,Male,42,Business travel,1667,5,51,28,satisfied
Loyal Customer,Business,Female,43,Business travel,3598,2,30,18,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,33,Business travel,308,1,13,13,satisfied
disloyal Customer,Eco,Male,22,Business travel,834,4,22,6,neutral or dissatisfied
disloyal Customer,Eco,Male,25,Business travel,2583,2,50,43,neutral or dissatisfied
Loyal Customer,Business,Male,47,Business travel,435,3,0,0,neutral or dissatisfied
disloyal Customer,Eco,Female,9,Business travel,1046,2,35,9,neutral or dissatisfied
disloyal Customer,Business,Female,28,Business travel,500,3,37,30,neutral or dissatisfied
disloyal Customer,Eco,Male,23,Business travel,436,5,0,0,satisfied
Loyal Customer,Eco,Male,62,Personal Travel,489,1,0,28,neutral or dissatisfied
disloyal Customer,Eco,Male,33,Business travel,96,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,34,Personal Travel,169,5,16,40,neutral or dissatisfied
disloyal Customer,Eco,Female,20,Business travel,1028,3,39,32,neutral or dissatisfied
Loyal Customer,Eco,Male,55,Personal Travel,129,5,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,9,Business travel,680,2,0,0,satisfied
Loyal Customer,Eco,Male,28,Personal Travel,239,4,31,27,neutral or dissatisfied
Loyal Customer,Business,Female,33,Business travel,214,3,1,0,satisfied
Loyal Customer,Eco,Female,21,Personal Travel,770,3,0,3,neutral or dissatisfied
Loyal Customer,Business,Female,49,Business travel,587,5,81,99,satisfied
Loyal Customer,Eco,Male,34,Personal Travel,1124,5,23,17,neutral or dissatisfied
Loyal Customer,Eco,Male,36,Personal Travel,391,4,34,18,neutral or dissatisfied
Loyal Customer,Business,Female,41,Business travel,1951,4,0,0,satisfied
Loyal Customer,Eco,Male,27,Personal Travel,414,5,0,12,neutral or dissatisfied
Loyal Customer,Eco,Male,43,Business travel,255,3,12,7,neutral or dissatisfied
Loyal Customer,Eco,Female,12,Personal Travel,1979,3,4,0,neutral or dissatisfied
disloyal Customer,Eco,Female,23,Business travel,224,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,22,Business travel,937,3,17,21,satisfied
disloyal Customer,Eco,Male,26,Business travel,650,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,45,Business travel,1883,3,66,58,satisfied
Loyal Customer,Business,Male,55,Business travel,1972,5,0,0,satisfied
Loyal Customer,Eco,Male,30,Personal Travel,223,4,20,14,neutral or dissatisfied
Loyal Customer,Business,Female,47,Business travel,987,4,0,8,neutral or dissatisfied
disloyal Customer,Business,Male,39,Business travel,258,3,14,2,neutral or dissatisfied
Loyal Customer,Business,Female,48,Business travel,2661,4,5,19,satisfied
Loyal Customer,Eco,Female,58,Business travel,861,1,4,25,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,66,Personal Travel,452,3,0,0,satisfied
Loyal Customer,Eco,Male,36,Personal Travel,882,3,14,0,neutral or dissatisfied
Loyal Customer,Eco,Female,33,Personal Travel,542,4,12,7,neutral or dissatisfied
Loyal Customer,Business,Male,60,Business travel,3431,5,66,98,satisfied
Loyal Customer,Eco,Male,7,Personal Travel,964,2,11,3,neutral or dissatisfied
Loyal Customer,Business,Female,45,Business travel,489,5,0,0,satisfied
disloyal Customer,Business,Female,33,Business travel,731,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,56,Business travel,142,1,0,0,satisfied
Loyal Customer,Business,Female,39,Business travel,2521,4,14,21,satisfied
Loyal Customer,Eco,Female,51,Business travel,666,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,33,Business travel,3567,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,44,Business travel,3294,5,0,0,satisfied
Loyal Customer,Business,Male,17,Business travel,554,2,0,7,neutral or dissatisfied
Loyal Customer,Business,Female,33,Business travel,3493,3,2,0,neutral or dissatisfied
disloyal Customer,Business,Female,28,Business travel,413,4,5,0,neutral or dissatisfied
disloyal Customer,Eco,Female,22,Business travel,150,2,0,0,satisfied
Loyal Customer,Eco Plus,Male,36,Business travel,271,3,8,12,neutral or dissatisfied
Loyal Customer,Business,Female,34,Business travel,237,5,71,,satisfied
Loyal Customer,Eco,Female,13,Personal Travel,399,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,15,Personal Travel,722,4,51,79,neutral or dissatisfied
Loyal Customer,Business,Female,46,Business travel,2072,4,0,0,satisfied
Loyal Customer,Business,Female,44,Business travel,100,4,230,214,satisfied
Loyal Customer,Business,Female,60,Business travel,1616,3,43,23,satisfied
Loyal Customer,Business,Male,55,Business travel,3384,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,53,Business travel,199,4,4,39,satisfied
Loyal Customer,Eco,Female,30,Business travel,200,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,30,Personal Travel,1524,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,52,Personal Travel,229,4,66,72,neutral or dissatisfied
Loyal Customer,Eco,Female,13,Personal Travel,448,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,39,Business travel,402,3,0,0,satisfied
